Date,Open,High,Low,Close,Adj Close,Volume
2016-02-29,99.120003,99.690002,98.320000,98.320000,91.998192,2749400
2016-03-01,99.129997,100.680000,98.839996,100.660004,94.187752,2955700
2016-03-02,100.519997,101.239998,100.260002,101.220001,94.711754,3591400
2016-03-03,101.129997,101.750000,100.849998,101.720001,95.179573,2703100
2016-03-04,101.889999,102.599998,101.400002,102.070000,95.507095,2442100
2016-03-07,101.650002,102.559998,101.559998,102.279999,95.703583,2963900
2016-03-08,101.730003,101.800003,100.910004,101.010002,94.515244,3436900
2016-03-09,101.500000,101.699997,100.980003,101.500000,94.973740,2131700
2016-03-10,101.800003,102.300003,100.400002,101.470001,94.945663,3702000
2016-03-11,102.370003,103.239998,102.330002,103.190002,96.555054,3253500
2016-03-14,102.879997,103.320000,102.690002,103.070000,96.442772,2987100
2016-03-15,102.000000,102.260002,101.760002,102.239998,96.113747,2992400
2016-03-16,101.989998,103.089996,101.910004,102.879997,96.715385,3473600
2016-03-17,102.870003,103.919998,102.599998,103.669998,97.458061,3472500
2016-03-18,103.949997,104.279999,103.800003,104.129997,97.890511,2942300
2016-03-21,103.980003,104.360001,103.800003,104.230003,97.984520,2539300
2016-03-22,103.750000,104.519997,103.610001,104.199997,97.956291,1962600
2016-03-23,104.040001,104.040001,103.279999,103.349998,97.157242,6087100
2016-03-24,102.760002,103.330002,102.529999,103.320000,97.129044,2173000
2016-03-28,103.580002,103.709999,103.070000,103.389999,97.194839,2103400
2016-03-29,103.190002,104.550003,102.959999,104.540001,98.275940,2920300
2016-03-30,105.040001,105.389999,104.730003,104.940002,98.651978,2258800
2016-03-31,104.970001,105.220001,104.699997,104.820000,98.539154,2230100
2016-04-01,104.300003,105.570000,103.949997,105.480003,99.159630,2996000
2016-04-04,105.489998,105.550003,104.889999,105.040001,98.745979,1847400
2016-04-05,104.309998,104.550003,103.870003,104.019997,97.787102,2572500
2016-04-06,104.089996,105.199997,103.900002,105.160004,98.858788,2565100
2016-04-07,104.500000,104.739998,103.440002,103.900002,97.674294,2134800
2016-04-08,104.570000,104.900002,103.910004,104.199997,97.956291,2337000
2016-04-11,104.650002,105.050003,103.910004,103.910004,97.683701,2276300
2016-04-12,104.099998,105.099998,103.779999,104.919998,98.633156,2357200
2016-04-13,105.500000,106.169998,105.430000,106.150002,99.789467,2864500
2016-04-14,106.239998,106.389999,105.900002,106.110001,99.751854,1666900
2016-04-15,106.120003,106.190002,105.870003,106.059998,99.704842,1622600
2016-04-18,105.739998,106.790001,105.610001,106.769997,100.372314,1764600
2016-04-19,107.019997,107.309998,106.610001,107.070000,100.654343,2103700
2016-04-20,107.209999,107.639999,106.830002,107.180000,100.757751,1958900
2016-04-21,107.260002,107.330002,106.480003,106.650002,100.259499,1675200
2016-04-22,106.510002,106.930000,106.239998,106.800003,100.400536,1893600
2016-04-25,106.500000,106.589996,106.059998,106.540001,100.156082,2088100
2016-04-26,106.779999,107.050003,106.440002,106.830002,100.428734,1747500
2016-04-27,106.660004,107.330002,106.419998,107.089996,100.673141,2267900
2016-04-28,106.629997,107.300003,105.870003,106.129997,99.770660,4834200
2016-04-29,105.800003,105.959999,104.809998,105.510002,99.187813,3068000
2016-05-02,105.800003,106.400002,105.470001,106.330002,99.958694,2546500
2016-05-03,105.620003,105.680000,104.820000,105.260002,98.952797,5172600
2016-05-04,104.760002,105.169998,104.370003,104.639999,98.369949,2578800
2016-05-05,104.949997,105.169998,104.370003,104.599998,98.332329,1616700
2016-05-06,104.139999,104.989998,104.000000,104.980003,98.689575,1759600
2016-05-09,104.870003,105.339996,104.769997,105.089996,98.792976,1747300
2016-05-10,105.500000,106.400002,105.410004,106.339996,99.968079,2400200
2016-05-11,106.089996,106.290001,105.339996,105.370003,99.056213,1531600
2016-05-12,105.820000,105.879997,104.720001,105.330002,99.018600,2470000
2016-05-13,105.080002,105.480003,104.220001,104.419998,98.163124,3754800
2016-05-16,104.580002,105.750000,104.410004,105.459999,99.140816,2069600
2016-05-17,105.260002,105.459999,104.160004,104.510002,98.247734,2792200
2016-05-18,104.260002,105.199997,103.820000,104.500000,98.238350,2798600
2016-05-19,104.080002,104.360001,103.370003,104.089996,97.852882,2616800
2016-05-20,104.540001,105.139999,104.449997,104.889999,98.604958,2005700
2016-05-23,104.919998,105.120003,104.660004,104.760002,98.482765,1662200
2016-05-24,105.220001,106.370003,105.220001,106.160004,99.798859,2409000
2016-05-25,106.510002,107.139999,106.510002,106.930000,100.522728,3266500
2016-05-26,107.019997,107.139999,106.730003,106.910004,100.503937,1800100
2016-05-27,106.970001,107.389999,106.949997,107.389999,100.955185,1691400
2016-05-31,107.570000,107.690002,106.959999,107.339996,100.908157,2570700
2016-06-01,107.000000,107.699997,106.800003,107.629997,101.180779,2679600
2016-06-02,107.400002,107.989998,107.110001,107.989998,101.519203,2112700
2016-06-03,107.779999,107.870003,106.940002,107.690002,101.237183,2502500
2016-06-06,107.839996,108.459999,107.800003,108.250000,101.763618,1782300
2016-06-07,108.389999,108.809998,108.320000,108.459999,101.961052,1271500
2016-06-08,108.610001,108.930000,108.500000,108.839996,102.318283,1286500
2016-06-09,108.449997,108.730003,108.220001,108.620003,102.111473,1743400
2016-06-10,107.779999,107.919998,107.160004,107.500000,101.058571,1666400
2016-06-13,107.150002,107.680000,106.589996,106.610001,100.221909,2378800
2016-06-14,105.900002,106.330002,105.360001,105.949997,100.041550,2170100
2016-06-15,106.190002,106.599998,105.739998,105.839996,99.937691,1841500
2016-06-16,105.300003,106.180000,104.699997,106.150002,100.230392,1884300
2016-06-17,106.120003,106.120003,105.389999,105.800003,99.899918,1713000
2016-06-20,106.930000,107.389999,106.459999,106.519997,100.579773,2402900
2016-06-21,106.800003,106.989998,106.389999,106.750000,100.796944,2248300
2016-06-22,106.800003,107.279999,106.440002,106.510002,100.570320,2002700
2016-06-23,107.419998,108.000000,107.139999,107.980003,101.958366,1622300
2016-06-24,104.120003,105.940002,103.860001,104.050003,98.247513,7370400
2016-06-27,103.220001,103.230003,101.510002,101.980003,96.292953,5213600
2016-06-28,103.080002,103.860001,102.830002,103.849998,98.058647,7569500
2016-06-29,104.680000,105.830002,104.650002,105.709999,99.814941,2635700
2016-06-30,106.010002,107.199997,105.620003,107.160004,101.184082,5552300
2016-07-01,107.160004,107.750000,107.070000,107.370003,101.382370,2938000
2016-07-05,106.940002,107.000000,106.139999,106.570000,100.626991,3019900
2016-07-06,106.199997,107.260002,105.879997,107.220001,101.240730,1767700
2016-07-07,107.370003,107.769997,106.750000,107.169998,101.193512,1669800
2016-07-08,107.910004,108.989998,107.860001,108.839996,102.770386,2362200
2016-07-11,109.190002,109.620003,109.000000,109.290001,103.195297,3868300
2016-07-12,109.879997,110.400002,109.680000,110.199997,104.054558,3222800
2016-07-13,110.430000,110.500000,109.809998,110.139999,103.997894,1485700
2016-07-14,110.720001,110.989998,110.459999,110.669998,104.498329,1561100
2016-07-15,110.889999,110.970001,110.290001,110.550003,104.385056,1385500
2016-07-18,110.650002,110.930000,110.440002,110.860001,104.677757,1359900
2016-07-19,110.620003,110.750000,110.400002,110.639999,104.470024,3154100
2016-07-20,110.680000,111.330002,110.660004,111.230003,105.027115,1135900
2016-07-21,111.180000,111.290001,110.519997,110.790001,104.611641,3393400
2016-07-22,110.900002,111.360001,110.709999,111.320000,105.112068,3546700
2016-07-25,111.239998,111.269997,110.690002,111.029999,104.838264,1394200
2016-07-26,111.059998,111.339996,110.629997,111.150002,104.951561,1432300
2016-07-27,111.410004,111.419998,110.559998,111.019997,104.828827,1976800
2016-07-28,110.889999,111.379997,110.660004,111.160004,104.961006,1945800
2016-07-29,111.089996,111.620003,110.820000,111.419998,105.206528,1638200
2016-08-01,111.400002,111.669998,111.000000,111.269997,105.064865,2093200
2016-08-02,111.190002,111.230003,109.949997,110.430000,104.271721,2473900
2016-08-03,110.389999,110.860001,110.209999,110.839996,104.658859,1353600
2016-08-04,110.849998,111.180000,110.690002,110.970001,104.781616,1113600
2016-08-05,111.419998,111.919998,111.320000,111.889999,105.650307,1379600
2016-08-08,111.989998,112.120003,111.690002,111.820000,105.584213,1238800
2016-08-09,111.940002,112.180000,111.750000,111.919998,105.678635,1032500
2016-08-10,111.940002,112.050003,111.419998,111.589996,105.367020,1259100
2016-08-11,111.980003,112.260002,111.730003,112.150002,105.895813,1378000
2016-08-12,111.970001,112.169998,111.760002,112.040001,105.791939,1542900
2016-08-15,112.290001,112.639999,112.070000,112.449997,106.179077,1442800
2016-08-16,112.230003,112.239998,111.809998,111.809998,105.574768,1228600
2016-08-17,111.839996,112.029999,111.269997,111.949997,105.706955,2791500
2016-08-18,111.919998,112.300003,111.709999,112.300003,106.037437,972100
2016-08-19,112.000000,112.230003,111.730003,112.139999,105.886360,1000600
2016-08-22,112.040001,112.250000,111.769997,112.169998,105.914680,1102000
2016-08-23,112.480003,112.779999,112.440002,112.470001,106.197960,3252300
2016-08-24,112.430000,112.459999,111.589996,111.839996,105.603096,2267800
2016-08-25,111.699997,112.070000,111.550003,111.769997,105.536987,1205200
2016-08-26,111.870003,112.550003,111.050003,111.540001,105.319824,1851100
2016-08-29,111.720001,112.330002,111.699997,112.150002,105.895813,1069600
2016-08-30,112.160004,112.300003,111.660004,111.970001,105.725861,1534600
2016-08-31,111.879997,111.900002,111.199997,111.650002,105.423683,1393700
2016-09-01,111.769997,111.889999,110.970001,111.709999,105.480347,1670900
2016-09-02,112.190002,112.510002,111.919998,112.279999,106.018555,1563200
2016-09-06,112.459999,112.620003,112.019997,112.599998,106.320724,4111700
2016-09-07,112.540001,112.750000,112.290001,112.750000,106.462349,1590000
2016-09-08,112.570000,112.669998,112.260002,112.459999,106.188515,1152400
2016-09-09,111.720001,111.730003,109.650002,109.660004,103.544662,3337400
2016-09-12,109.190002,111.400002,109.050003,111.190002,104.989334,3043500
2016-09-13,109.949997,110.010002,108.570000,108.919998,103.346916,5122100
2016-09-14,109.050003,109.709999,108.610001,108.930000,103.356400,2041600
2016-09-15,108.860001,110.250000,108.739998,110.050003,104.419098,2960400
2016-09-16,109.750000,109.769997,109.220001,109.610001,104.001610,2779400
2016-09-19,110.190002,110.500000,109.519997,109.769997,104.153427,3430200
2016-09-20,110.290001,110.330002,109.690002,109.720001,104.105995,1603400
2016-09-21,110.110001,111.080002,109.709999,110.980003,105.301506,1971800
2016-09-22,111.629997,111.919998,111.529999,111.790001,106.070068,1525300
2016-09-23,111.589996,111.680000,111.110001,111.150002,105.462799,1531900
2016-09-26,110.639999,110.870003,110.209999,110.269997,104.627838,2136700
2016-09-27,110.230003,110.949997,109.989998,110.900002,105.225609,1292400
2016-09-28,111.059998,111.599998,110.459999,111.550003,105.842354,1439800
2016-09-29,111.480003,111.620003,110.169998,110.459999,104.808121,2037100
2016-09-30,110.970001,111.709999,110.750000,111.330002,105.633606,1722500
2016-10-03,111.089996,111.230003,110.629997,110.989998,105.310997,2207600
2016-10-04,111.120003,111.220001,110.099998,110.489998,104.836578,2701100
2016-10-05,110.779999,111.220001,110.589996,110.919998,105.244583,2119000
2016-10-06,110.750000,111.089996,110.389999,110.959999,105.282524,1067600
2016-10-07,111.150002,111.230003,110.059998,110.540001,104.884026,1770400
2016-10-10,110.540001,111.440002,110.540001,111.139999,105.453323,1135000
2016-10-11,110.940002,110.949997,109.239998,109.660004,104.049057,1996900
2016-10-12,109.779999,110.129997,109.459999,109.790001,104.172394,1849100
2016-10-13,109.010002,109.720001,108.480003,109.400002,103.802353,1986200
2016-10-14,110.000000,110.320000,109.360001,109.370003,103.773895,2673900
2016-10-17,109.379997,109.540001,108.940002,109.059998,103.479759,2507700
2016-10-18,109.919998,110.029999,109.500000,109.699997,104.087006,1634200
2016-10-19,109.940002,110.250000,109.620003,110.050003,104.419098,1408200
2016-10-20,109.900002,110.169998,109.419998,109.839996,104.219849,2017000
2016-10-21,109.410004,109.900002,109.199997,109.800003,104.181885,1234400
2016-10-24,110.389999,110.599998,110.129997,110.349998,104.703751,2004700
2016-10-25,110.250000,110.330002,109.790001,109.879997,104.257797,2079100
2016-10-26,109.470001,109.970001,109.260002,109.550003,103.944679,1827200
2016-10-27,110.000000,110.000000,109.080002,109.180000,103.593613,1597800
2016-10-28,109.110001,109.559998,108.470001,108.820000,103.252029,2868100
2016-10-31,109.050003,109.209999,108.809998,108.889999,103.318451,1913600
2016-11-01,109.099998,109.190002,107.389999,108.080002,102.549896,3169800
2016-11-02,107.870003,108.080002,107.110001,107.330002,101.838280,2957400
2016-11-03,107.419998,107.629997,106.709999,106.860001,101.392319,2096400
2016-11-04,106.889999,107.510002,106.690002,106.790001,101.325890,2805400
2016-11-07,108.410004,109.169998,108.209999,109.150002,103.565147,2527700
2016-11-08,109.010002,109.989998,108.730003,109.620003,104.011108,2073500
2016-11-09,108.769997,111.330002,108.500000,110.980003,105.301506,6482000
2016-11-10,111.589996,112.129997,110.480003,111.370003,105.671562,5083500
2016-11-11,111.000000,111.510002,110.690002,111.410004,105.709511,4005200
2016-11-14,111.779999,112.050003,111.290001,111.699997,105.984673,5234000
2016-11-15,112.040001,112.599998,111.760002,112.570000,106.810150,6037200
2016-11-16,112.370003,112.529999,112.139999,112.410004,106.658340,4057400
2016-11-17,112.529999,113.040001,112.349998,112.980003,107.199181,1874800
2016-11-18,113.050003,113.120003,112.669998,112.769997,106.999924,2298200
2016-11-21,113.120003,113.629997,112.870003,113.620003,107.806435,2493900
2016-11-22,113.879997,114.040001,113.440002,113.949997,108.119537,2673200
2016-11-23,113.720001,114.120003,113.489998,114.110001,108.271355,1818700
2016-11-25,114.349998,114.550003,114.209999,114.550003,108.688835,889800
2016-11-28,114.320000,114.410004,113.800003,113.889999,108.062607,1849800
2016-11-29,113.900002,114.349998,113.680000,114.050003,108.214432,1544200
2016-11-30,114.470001,114.550003,113.779999,113.779999,107.958244,4406200
2016-12-01,114.029999,114.029999,113.070000,113.309998,107.512299,2601100
2016-12-02,113.339996,113.669998,113.150002,113.309998,107.512299,1755900
2016-12-05,113.900002,114.370003,113.769997,114.099998,108.261871,3842900
2016-12-06,114.339996,114.709999,114.019997,114.680000,108.812187,2357100
2016-12-07,114.629997,116.190002,114.510002,116.099998,110.159531,4000000
2016-12-08,116.180000,116.849998,115.970001,116.519997,110.558052,2679400
2016-12-09,116.769997,117.150002,116.620003,117.150002,111.155823,2310200
2016-12-12,117.120003,117.349998,116.589996,116.849998,110.871162,4224500
2016-12-13,117.300003,117.790001,117.129997,117.529999,111.516365,4393900
2016-12-14,117.480003,117.730003,116.230003,116.470001,110.510612,3885400
2016-12-15,116.559998,117.529999,116.500000,116.949997,110.966042,3343100
2016-12-16,117.269997,117.379997,116.589996,116.769997,110.795250,1991600
2016-12-19,116.959999,117.320000,116.800003,117.099998,111.108376,2405700
2016-12-20,116.879997,116.930000,116.599998,116.870003,111.582878,2942400
2016-12-21,116.870003,116.919998,116.540001,116.540001,111.267822,2248600
2016-12-22,116.419998,116.510002,115.980003,116.239998,110.981384,3105800
2016-12-23,116.230003,116.419998,116.129997,116.419998,111.153244,2325300
2016-12-27,116.570000,116.989998,116.500000,116.709999,111.430122,3386800
2016-12-28,116.879997,116.930000,115.660004,115.739998,110.504013,2591000
2016-12-29,115.739998,116.029999,115.470001,115.750000,110.513550,1622700
2016-12-30,116.000000,116.000000,114.959999,115.320000,110.103012,2909900
2017-01-03,116.150002,116.550003,115.489998,116.199997,110.943192,2731600
2017-01-04,116.470001,117.190002,116.419998,117.089996,111.792923,3228700
2017-01-05,116.949997,117.089996,116.400002,116.860001,111.573326,2604000
2017-01-06,117.019997,117.519997,116.639999,117.230003,111.926590,2317600
2017-01-09,117.099998,117.139999,116.739998,116.779999,111.496956,2461400
2017-01-10,116.760002,117.360001,116.620003,116.870003,111.582878,2055300
2017-01-11,116.910004,117.239998,116.489998,117.239998,111.936157,2751800
2017-01-12,117.040001,117.040001,116.010002,116.930000,111.640160,2342300
2017-01-13,116.989998,117.400002,116.980003,117.220001,111.917053,2031800
2017-01-17,116.860001,117.059998,116.470001,116.699997,111.420563,2583600
2017-01-18,116.800003,117.000000,116.480003,116.970001,111.678352,1901700
2017-01-19,117.029999,117.139999,116.239998,116.510002,111.239166,1899300
2017-01-20,116.839996,117.230003,116.589996,116.910004,111.621078,2636100
2017-01-23,116.750000,116.970001,116.169998,116.599998,111.325089,1938900
2017-01-24,116.820000,117.739998,116.739998,117.510002,112.193932,2165400
2017-01-25,118.019997,118.559998,117.940002,118.519997,113.158241,2427800
2017-01-26,118.559998,118.620003,118.230003,118.349998,112.995934,2178500
2017-01-27,118.449997,118.480003,118.019997,118.160004,112.814537,1479500
2017-01-30,117.730003,117.800003,116.680000,117.360001,112.050720,3006100
2017-01-31,117.000000,117.459999,116.730003,117.459999,112.146194,3309700
2017-02-01,117.860001,118.040001,117.070000,117.449997,112.136642,2614500
2017-02-02,117.209999,117.720001,117.019997,117.529999,112.213028,1745200
2017-02-03,117.989998,118.519997,117.919998,118.419998,113.062759,1837600
2017-02-06,118.260002,118.410004,117.940002,118.139999,112.795425,1598800
2017-02-07,118.430000,118.529999,117.959999,118.129997,112.785881,3365700
2017-02-08,118.129997,118.320000,117.690002,118.260002,112.910019,1836000
2017-02-09,118.260002,119.209999,118.260002,119.040001,113.654724,1635300
2017-02-10,119.290001,119.699997,119.209999,119.540001,114.132095,1837800
2017-02-13,119.919998,120.330002,119.870003,120.139999,114.704948,1985500
2017-02-14,120.099998,120.629997,119.849998,120.580002,115.125053,2051200
2017-02-15,120.570000,121.349998,120.449997,121.239998,115.755188,1998200
2017-02-16,121.250000,121.370003,120.639999,121.129997,115.650169,2034600
2017-02-17,120.660004,121.309998,120.660004,121.309998,115.822014,1948400
2017-02-21,121.550003,122.129997,121.389999,122.029999,116.509445,2422800
2017-02-22,121.820000,122.029999,121.680000,121.870003,116.356682,1974000
2017-02-23,122.209999,122.230003,121.320000,121.779999,116.270760,2024900
2017-02-24,121.379997,121.989998,121.239998,121.980003,116.461716,2962900
2017-02-27,121.919998,122.360001,121.739998,122.250000,116.719498,2625100
2017-02-28,122.180000,122.180000,121.610001,121.800003,116.289856,2231800
2017-03-01,122.809998,123.730003,122.650002,123.440002,117.855667,2874400
2017-03-02,123.419998,123.419998,122.610001,122.650002,117.101402,2421400
2017-03-03,122.629997,122.800003,122.330002,122.750000,117.196877,1651200
2017-03-06,122.480003,122.480003,121.900002,122.269997,116.738586,1716200
2017-03-07,122.209999,122.290001,121.750000,121.879997,116.366226,1612500
2017-03-08,121.989998,122.180000,121.470001,121.540001,116.041618,2374200
2017-03-09,121.599998,121.889999,121.019997,121.599998,116.098892,3852800
2017-03-10,122.190002,122.250000,121.459999,122.040001,116.518990,2987300
2017-03-13,122.059998,122.160004,121.860001,122.129997,116.604919,2003900
2017-03-14,121.870003,121.870003,121.239998,121.690002,116.184822,2269500
2017-03-15,121.980003,123.040001,121.889999,122.790001,117.235069,1892200
2017-03-16,122.959999,123.000000,122.430000,122.639999,117.091858,2050100
2017-03-17,122.839996,122.879997,122.449997,122.570000,117.025017,1974000
2017-03-20,122.510002,122.620003,122.070000,122.279999,116.748138,3239900
2017-03-21,122.690002,122.720001,120.440002,120.570000,115.115501,3355100
2017-03-22,120.480003,120.910004,120.099998,120.730003,115.268257,2896300
2017-03-23,120.660004,121.389999,120.470001,120.690002,115.230080,2257100
2017-03-24,120.419998,120.739998,119.660004,120.160004,115.241585,2305400
2017-03-27,119.180000,120.190002,118.889999,120.019997,115.107307,2927700
2017-03-28,119.959999,121.139999,119.779999,120.860001,115.912926,2699200
2017-03-29,120.879997,121.230003,120.580002,121.080002,116.123924,3196500
2017-03-30,121.139999,121.620003,120.989998,121.529999,116.555496,2076900
2017-03-31,121.419998,121.720001,121.260002,121.320000,116.354111,1815900
2017-04-03,121.449997,121.500000,120.330002,121.019997,116.066376,3103100
2017-04-04,120.889999,121.110001,120.639999,121.080002,116.123924,2462600
2017-04-05,121.489998,122.019997,120.440002,120.589996,115.653969,3905800
2017-04-06,120.690002,121.260002,120.379997,120.970001,116.018433,2056100
2017-04-07,120.839996,121.290001,120.589996,120.879997,115.932098,1997000
2017-04-10,121.040001,121.510002,120.699997,121.029999,116.075981,1669500
2017-04-11,120.870003,121.000000,120.059998,120.989998,116.037613,2895500
2017-04-12,120.879997,120.989998,120.230003,120.370003,115.442986,1967200
2017-04-13,120.150002,120.559998,119.550003,119.550003,114.656548,2852200
2017-04-17,119.879997,120.610001,119.680000,120.589996,115.653969,3198700
2017-04-18,120.199997,120.570000,119.849998,120.330002,115.404625,1865800
2017-04-19,120.720001,120.919998,120.080002,120.230003,115.308708,1806900
2017-04-20,120.589996,121.430000,120.370003,121.220001,116.258202,1783400
2017-04-21,121.209999,121.209999,120.610001,120.830002,115.884155,2006500
2017-04-24,122.169998,122.279999,121.879997,122.110001,117.111763,2178800
2017-04-25,122.559998,123.089996,122.519997,122.870003,117.840668,2145200
2017-04-26,122.900002,123.449997,122.849998,122.900002,117.869423,3080100
2017-04-27,123.120003,123.209999,122.690002,123.019997,117.984512,1868200
2017-04-28,123.160004,123.209999,122.550003,122.610001,117.591293,1794700
2017-05-01,122.930000,123.190002,122.620003,122.930000,117.898201,1983100
2017-05-02,123.089996,123.250000,122.699997,122.930000,117.898201,1756900
2017-05-03,122.589996,122.779999,122.279999,122.629997,117.610481,3691000
2017-05-04,122.830002,122.830002,122.160004,122.720001,117.696800,1564300
2017-05-05,122.949997,123.330002,122.680000,123.330002,118.281822,2057700
2017-05-08,123.360001,123.449997,122.900002,123.139999,118.099594,2150900
2017-05-09,123.360001,123.430000,122.849998,123.099998,118.061241,1846200
2017-05-10,123.089996,123.379997,122.930000,123.370003,118.320190,1468500
2017-05-11,123.019997,123.129997,122.330002,123.010002,117.974937,1499600
2017-05-12,122.910004,122.910004,122.599998,122.769997,117.744736,1235300
2017-05-15,123.070000,123.589996,123.040001,123.430000,118.377724,3097000
2017-05-16,123.629997,123.650002,123.070000,123.360001,118.310600,2128400
2017-05-17,122.309998,122.559998,121.070000,121.139999,116.181458,3703500
2017-05-18,120.940002,122.019997,120.849998,121.500000,116.526733,2883400
2017-05-19,121.910004,122.769997,121.820000,122.370003,117.361122,2144200
2017-05-22,122.669998,123.099998,122.639999,123.019997,117.984512,1810100
2017-05-23,123.250000,123.389999,122.949997,123.230003,118.185928,1796600
2017-05-24,123.440002,123.660004,123.230003,123.589996,118.531181,1552200
2017-05-25,123.900002,124.269997,123.790001,124.110001,119.029900,1492300
2017-05-26,124.000000,124.150002,123.930000,124.089996,119.010712,1320800
2017-05-30,123.870003,124.059998,123.709999,123.889999,118.818909,1348300
2017-05-31,124.010002,124.089996,123.309998,123.849998,118.780540,2043800
2017-06-01,124.169998,125.000000,123.959999,125.000000,119.883469,1926700
2017-06-02,125.089996,125.580002,124.870003,125.410004,120.276688,2839300
2017-06-05,125.419998,125.500000,125.220001,125.250000,120.123230,1494200
2017-06-06,124.959999,125.290001,124.779999,124.930000,119.816338,2985200
2017-06-07,125.120003,125.239998,124.680000,125.070000,119.950607,1253300
2017-06-08,125.120003,125.529999,124.879997,125.290001,120.161598,1826700
